Payment Refund ID,Payment ID,Refund Date,Refund Mode,Refund From Account,Amount (BCY),Reference Number,Exchange Rate,Created Time,Last Modified Time
4198696000018059601,4198696000017988974,13 Feb 2025,SINPE,4198696000000375167,"CRC 1,700.00",2025021280383010379807147,CRC 1.00,2025-02-13 12:17:49,2025-02-13 12:17:49
4198696000018064236,4198696000016218017,23 Jan 2025,BNCR Colones,4198696000000375167,"CRC 1,500.00",91524294,CRC 1.00,2025-02-13 14:13:12,2025-02-13 14:13:12
4198696000018064216,4198696000016431438,24 Jan 2025,BNCR Colones,4198696000000375167,"CRC 1,300.00",92696511,CRC 1.00,2025-02-13 14:11:45,2025-02-13 14:11:45
4198696000018168643,4198696000017431552,05 Feb 2025,BNCR Colones,4198696000000375167,"CRC 10,000.00",96090160,CRC 1.00,2025-02-14 12:37:02,2025-02-14 12:37:02
4198696000018156286,4198696000018156246,14 Feb 2025,Efectivo/Cash,4198696000000418009,"CRC 1,800.00",,CRC 1.00,2025-02-14 10:29:16,2025-02-14 10:29:16
4198696000018320743,4198696000015693205,19 Feb 2025,SINPE,4198696000000375167,"CRC 2,400.00",,CRC 1.00,2025-02-19 12:44:39,2025-02-19 12:44:39
4198696000018320219,4198696000017625732,19 Feb 2025,SINPE,4198696000000375167,"CRC 1,000.00",98722615,CRC 1.00,2025-02-19 10:37:09,2025-02-19 10:37:09
4198696000018320763,4198696000017676628,19 Feb 2025,SINPE,4198696000000375167,"CRC 5,000.00",,CRC 1.00,2025-02-19 12:45:53,2025-02-19 12:45:53
4198696000018320239,4198696000017824695,19 Feb 2025,SINPE,4198696000000375167,"CRC 1,824.00",64212998,CRC 1.00,2025-02-19 10:42:38,2025-02-19 10:42:38
4198696000018320833,4198696000018156338,19 Feb 2025,SINPE,4198696000000375167,"CRC 3,000.00",,CRC 1.00,2025-02-19 12:51:59,2025-02-19 12:51:59
4198696000018320291,4198696000018156378,19 Feb 2025,SINPE,4198696000000375167,"CRC 3,300.00",84928467,CRC 1.00,2025-02-19 10:55:55,2025-02-19 10:55:55
4198696000018320783,4198696000018179421,19 Feb 2025,SINPE,4198696000000375167,"CRC 1,000.00",,CRC 1.00,2025-02-19 12:47:37,2025-02-19 12:47:37
4198696000018320311,4198696000018189937,19 Feb 2025,SINPE,4198696000000375167,"CRC 2,000.00",98753581,CRC 1.00,2025-02-19 10:59:28,2025-02-19 10:59:28
4198696000018320853,4198696000018232781,19 Feb 2025,SINPE,4198696000000375167,"CRC 2,000.00",,CRC 1.00,2025-02-19 12:53:06,2025-02-19 12:53:06
4198696000018524796,4198696000018471485,21 Feb 2025,SINPE,4198696000000375167,"CRC 1,000.00",91825647,CRC 1.00,2025-02-21 17:02:44,2025-02-21 17:02:44
4198696000018573104,4198696000018524778,22 Feb 2025,Efectivo/Cash,4198696000000418009,"CRC 10,000.00",,CRC 1.00,2025-02-22 10:29:51,2025-02-22 10:29:51
4198696000018801295,4198696000018662709,25 Feb 2025,SINPE,4198696000000375167,"CRC 1,000.00",,CRC 1.00,2025-02-27 10:57:38,2025-02-27 10:57:38
4198696000018801315,4198696000018690248,25 Feb 2025,SINPE,4198696000000375167,"CRC 2,000.00",,CRC 1.00,2025-02-27 10:58:37,2025-02-27 10:58:37
4198696000018801335,4198696000018690555,26 Feb 2025,SINPE,4198696000000375167,"CRC 1,740.00",,CRC 1.00,2025-02-27 11:00:01,2025-02-27 11:00:01
4198696000018888723,4198696000018524003,28 Feb 2025,Efectivo/Cash,4198696000000418009,"CRC 1,000.00",,CRC 1.00,2025-02-28 12:07:41,2025-02-28 12:07:41
4198696000018922933,4198696000018922915,03 Mar 2025,Efectivo/Cash,4198696000000418009,"CRC 5,000.00",,CRC 1.00,2025-03-03 12:51:24,2025-03-03 12:51:24
4198696000019007983,4198696000018975037,04 Mar 2025,Efectivo/Cash,4198696000000418009,"CRC 3,600.00",refund invoices 9413 9451,CRC 1.00,2025-03-04 16:39:28,2025-03-04 16:39:28
4198696000019063325,4198696000019063285,04 Mar 2025,Efectivo/Cash,4198696000000418009,"CRC 17,200.00",,CRC 1.00,2025-03-04 17:06:29,2025-03-04 17:06:29
4198696000019007863,4198696000019014855,04 Mar 2025,Efectivo/Cash,4198696000000418009,"CRC 10,600.00",,CRC 1.00,2025-03-04 16:03:00,2025-03-04 16:03:00
4198696000019066803,4198696000019063593,05 Mar 2025,SINPE,4198696000000375167,"CRC 5,000.00",91195026,CRC 1.00,2025-03-05 13:01:16,2025-03-05 13:01:16
4198696000019075303,4198696000019075263,05 Mar 2025,Efectivo/Cash,4198696000000418009,"CRC 7,850.00",,CRC 1.00,2025-03-05 14:11:54,2025-03-05 14:11:54
4198696000019165311,4198696000018901139,03 Mar 2025,Bank/Other,4198696000000375167,"CRC 1,500.00",,CRC 1.00,2025-03-06 11:31:24,2025-03-06 11:31:24
4198696000019165351,4198696000018922989,03 Mar 2025,Bank/Other,4198696000000375167,"CRC 1,500.00",,CRC 1.00,2025-03-06 11:33:19,2025-03-06 11:33:19
4198696000019165331,4198696000018948322,03 Mar 2025,Bank/Other,4198696000000375167,"CRC 33,000.00",,CRC 1.00,2025-03-06 11:32:32,2025-03-06 11:32:32
4198696000019186966,4198696000019066568,06 Mar 2025,SINPE,4198696000000375167,"CRC 1,800.00",,CRC 1.00,2025-03-06 16:58:20,2025-03-06 16:58:20
4198696000019186946,4198696000019066947,06 Mar 2025,SINPE,4198696000000375167,"CRC 5,250.00",,CRC 1.00,2025-03-06 16:57:46,2025-03-06 16:57:46
4198696000019220530,4198696000019220023,07 Mar 2025,SINPE,4198696000000375167,"CRC 4,000.00",,CRC 1.00,2025-03-07 12:27:22,2025-03-07 12:27:22
4198696000019220749,4198696000019220709,07 Mar 2025,Efectivo/Cash,4198696000000418009,"CRC 1,000.00",,CRC 1.00,2025-03-07 13:04:53,2025-03-07 13:04:53
4198696000019296045,4198696000019246644,08 Mar 2025,Efectivo/Cash,4198696000000418009,"CRC 13,000.00",,CRC 1.00,2025-03-08 09:28:46,2025-03-08 09:28:46
4198696000019378618,4198696000019378576,10 Mar 2025,Efectivo/Cash,4198696000000418009,"CRC 37,904.00",,CRC 1.00,2025-03-10 13:28:20,2025-03-10 13:28:20
4198696000019520513,4198696000019520003,11 Mar 2025,Efectivo/Cash,4198696000000418009,"CRC 80,000.00",,CRC 1.00,2025-03-11 12:22:38,2025-03-11 12:22:38
4198696000019856836,4198696000019246702,13 Mar 2025,Bank/Other,4198696000000375167,"CRC 1,000.00",97778130,CRC 1.00,2025-03-14 23:39:32,2025-03-14 23:39:32
4198696000019856856,4198696000019296005,13 Mar 2025,Bank/Other,4198696000000375167,"CRC 2,000.00",92426434,CRC 1.00,2025-03-14 23:41:56,2025-03-14 23:41:56
4198696000019856876,4198696000019719685,14 Mar 2025,Bank/Other,4198696000000375167,"CRC 1,000.00",98948320,CRC 1.00,2025-03-14 23:47:14,2025-03-14 23:47:14
4198696000019848974,4198696000019831077,15 Mar 2025,SINPE,4198696000000375167,"CRC 3,000.00",,CRC 1.00,2025-03-15 10:58:53,2025-03-15 10:58:53
4198696000019860212,4198696000019860068,15 Mar 2025,Efectivo/Cash,4198696000000418009,"CRC 1,240.00",,CRC 1.00,2025-03-15 11:58:36,2025-03-15 11:58:36
4198696000020092423,4198696000019839010,14 Mar 2025,SINPE,4198696000000375167,"CRC 2,000.00",94838387,CRC 1.00,2025-03-20 19:45:34,2025-03-20 19:45:34
4198696000020181471,4198696000019924929,19 Mar 2025,Bank/Other,4198696000000375167,"CRC 2,000.00",Refund Guillermo Mora,CRC 1.00,2025-03-21 15:12:30,2025-03-21 15:12:30
4198696000020116536,4198696000020109508,20 Mar 2025,SINPE,4198696000000375167,"CRC 1,000.00",,CRC 1.00,2025-03-20 17:02:51,2025-03-20 17:02:51
4198696000020264588,4198696000020182600,24 Mar 2025,Bank/Other,4198696000000375167,"CRC 1,625.00",90278143,CRC 1.00,2025-03-25 10:34:46,2025-03-25 10:34:46
4198696000020437770,4198696000020306786,27 Mar 2025,SINPE,4198696000000375167,"CRC 1,000.00",,CRC 1.00,2025-03-27 15:44:23,2025-03-27 15:44:23
4198696000020437821,4198696000020315934,27 Mar 2025,SINPE,4198696000000375167,"CRC 1,500.00",,CRC 1.00,2025-03-27 15:46:00,2025-03-27 15:46:00
4198696000020620329,4198696000020437069,31 Mar 2025,SINPE,4198696000000375167,"CRC 2,800.00",,CRC 1.00,2025-03-31 15:30:21,2025-03-31 15:30:21
4198696000020620349,4198696000020555391,31 Mar 2025,SINPE,4198696000000375167,"CRC 2,400.00",,CRC 1.00,2025-03-31 15:30:59,2025-03-31 15:30:59
4198696000020629996,4198696000020609771,01 Apr 2025,SINPE,4198696000000375167,"CRC 1,000.00",,CRC 1.00,2025-04-01 14:59:33,2025-04-01 14:59:33
4198696000020765312,4198696000020689303,02 Apr 2025,SINPE,4198696000000375167,"CRC 1,500.00",,CRC 1.00,2025-04-02 17:37:18,2025-04-02 17:37:18
4198696000020867793,4198696000020759875,03 Apr 2025,SINPE,4198696000000375167,"CRC 2,000.00",,CRC 1.00,2025-04-03 16:35:33,2025-04-03 16:35:33
4198696000020867813,4198696000020811630,03 Apr 2025,SINPE,4198696000000375167,"CRC 1,000.00",,CRC 1.00,2025-04-03 16:35:57,2025-04-03 16:35:57
4198696000021139485,4198696000020963237,08 Apr 2025,SINPE,4198696000000375167,"CRC 1,000.00",,CRC 1.00,2025-04-08 16:22:20,2025-04-08 16:22:20
4198696000021139465,4198696000021074249,08 Apr 2025,SINPE,4198696000000375167,"CRC 1,400.00",,CRC 1.00,2025-04-08 16:21:34,2025-04-08 16:21:34
4198696000021139505,4198696000021118093,08 Apr 2025,SINPE,4198696000000375167,"CRC 1,000.00",,CRC 1.00,2025-04-08 16:22:52,2025-04-08 16:22:52
4198696000021426902,4198696000021197909,14 Apr 2025,SINPE,4198696000000375167,"CRC 1,000.00",,CRC 1.00,2025-04-14 15:59:13,2025-04-14 15:59:13
4198696000021432778,4198696000021316091,14 Apr 2025,Efectivo/Cash,4198696000000418009,"CRC 1,184.00",,CRC 1.00,2025-04-14 16:29:59,2025-04-14 16:29:59
4198696000021546129,4198696000021539066,15 Apr 2025,SINPE,4198696000000375167,CRC 500.00,,CRC 1.00,2025-04-15 14:55:04,2025-04-15 14:55:04
4198696000021888203,4198696000021868323,22 Apr 2025,Efectivo/Cash,4198696000000418009,"CRC 57,900.00",,CRC 1.00,2025-04-22 17:49:59,2025-04-22 17:49:59
4198696000021759392,4198696000021426017,21 Apr 2025,Efectivo/Cash,4198696000000418009,"CRC 3,150.00",,CRC 1.00,2025-04-21 10:36:40,2025-04-21 10:36:40
4198696000022190635,4198696000021530677,25 Apr 2025,SINPE,4198696000000375167,"CRC 1,000.00",,CRC 1.00,2025-04-25 16:30:50,2025-04-25 16:30:50
4198696000022190655,4198696000021612319,25 Apr 2025,SINPE,4198696000000375167,"CRC 1,000.00",,CRC 1.00,2025-04-25 16:32:06,2025-04-25 16:32:06
4198696000022190695,4198696000021800523,25 Apr 2025,SINPE,4198696000000375167,"CRC 1,000.00",,CRC 1.00,2025-04-25 16:33:52,2025-04-25 16:33:52
4198696000022190675,4198696000021868993,25 Apr 2025,SINPE,4198696000000375167,CRC 990.00,,CRC 1.00,2025-04-25 16:33:16,2025-04-25 16:33:16
4198696000022384258,4198696000022253749,29 Apr 2025,Tarjeta de crédito - Scotia,4198696000000418017,"CRC 18,800.00",,CRC 1.00,2025-04-29 17:50:54,2025-04-29 17:50:54
4198696000022343387,4198696000021612275,16 Apr 2025,Bank/Other,4198696000000375167,"CRC 3,800.00",,CRC 1.00,2025-04-29 11:38:15,2025-04-29 11:38:15
4198696000022467310,4198696000022467255,30 Apr 2025,Efectivo/Cash,4198696000000418009,"CRC 6,236.00",,CRC 1.00,2025-04-30 17:34:39,2025-04-30 17:34:39
4198696000022535027,4198696000022450597,02 May 2025,Efectivo/Cash,4198696000000418009,"CRC 50,000.00",,CRC 1.00,2025-05-02 09:16:44,2025-05-02 09:16:44
4198696000022838627,4198696000022732007,07 May 2025,SINPE,4198696000000375167,"CRC 1,000.00",,CRC 1.00,2025-05-07 15:18:02,2025-05-07 15:18:02
4198696000022926465,4198696000018662621,09 May 2025,SINPE,4198696000000375167,"CRC 1,200.00",,CRC 1.00,2025-05-09 12:04:04,2025-05-09 12:04:04
4198696000023001001,4198696000022926570,12 May 2025,SINPE,4198696000000375167,"CRC 5,000.00",,CRC 1.00,2025-05-12 12:55:15,2025-05-12 12:55:15
4198696000023001283,4198696000022932950,12 May 2025,Efectivo/Cash,4198696000000418009,"CRC 5,232.00",,CRC 1.00,2025-05-12 13:46:45,2025-05-12 13:46:45
4198696000023001260,4198696000022946478,10 May 2025,Efectivo/Cash,4198696000000418009,"CRC 2,732.00",,CRC 1.00,2025-05-12 13:45:26,2025-05-12 13:45:26
4198696000023001332,4198696000023001310,12 May 2025,Efectivo/Cash,4198696000000418009,"CRC 8,004.00",,CRC 1.00,2025-05-12 14:03:54,2025-05-12 14:03:54
4198696000023007189,4198696000023007138,12 May 2025,Efectivo/Cash,4198696000000418009,"CRC 7,216.00",,CRC 1.00,2025-05-12 16:29:26,2025-05-12 16:29:26
4198696000023075886,4198696000023071258,13 May 2025,Efectivo/Cash,4198696000000418009,"CRC 4,000.00",,CRC 1.00,2025-05-13 17:33:47,2025-05-13 17:33:47
4198696000023135909,4198696000023135194,14 May 2025,SINPE,4198696000000375167,"CRC 22,270.00",,CRC 1.00,2025-05-14 17:52:03,2025-05-14 17:52:03
4198696000023553510,4198696000023446852,22 May 2025,SINPE,4198696000000375167,"CRC 1,800.00",,CRC 1.00,2025-05-22 14:25:45,2025-05-22 14:25:45
4198696000023553533,4198696000023457991,22 May 2025,SINPE,4198696000000375167,"CRC 1,000.00",,CRC 1.00,2025-05-22 14:27:24,2025-05-22 14:27:24
4198696000023553556,4198696000023481147,22 May 2025,SINPE,4198696000000375167,"CRC 3,000.00",,CRC 1.00,2025-05-22 14:29:05,2025-05-22 14:29:05
4198696000023481202,4198696000023218557,21 May 2025,SINPE,4198696000000375167,"CRC 2,000.00",,CRC 1.00,2025-05-21 17:51:02,2025-05-21 17:51:02
4198696000023773097,4198696000023702712,28 May 2025,SINPE,4198696000000375167,"CRC 1,000.00",,CRC 1.00,2025-05-28 09:55:05,2025-06-03 10:43:34
4198696000023773120,4198696000023773044,28 May 2025,SINPE,4198696000000375167,CRC 700.00,,CRC 1.00,2025-05-28 09:55:38,2025-06-03 10:42:40
4198696000023819636,4198696000023819005,29 May 2025,SINPE,4198696000000375167,"CRC 1,740.00",,CRC 1.00,2025-05-29 12:49:53,2025-06-03 13:03:34
4198696000023910961,4198696000023910314,30 May 2025,Efectivo/Cash,4198696000000418009,"CRC 5,000.00",,CRC 1.00,2025-05-30 17:12:38,2025-05-30 17:12:38
4198696000023910838,4198696000023910694,30 May 2025,Efectivo/Cash,4198696000000418009,"CRC 3,000.00",,CRC 1.00,2025-05-30 17:09:32,2025-05-30 17:09:32
4198696000024025138,4198696000023929390,03 Jun 2025,Efectivo/Cash,4198696000000418009,"CRC 1,700.00",,CRC 1.00,2025-06-03 09:22:59,2025-06-03 09:22:59
4198696000024025325,4198696000024025005,03 Jun 2025,SINPE,4198696000000375167,CRC 700.00,,CRC 1.00,2025-06-03 10:21:47,2025-06-10 11:23:40
4198696000024248244,4198696000024054204,05 Jun 2025,SINPE,4198696000000375167,"CRC 1,000.00",,CRC 1.00,2025-06-05 09:32:44,2025-06-10 11:30:30
4198696000024248267,4198696000024144053,05 Jun 2025,SINPE,4198696000000375167,"CRC 2,000.00",,CRC 1.00,2025-06-05 09:33:04,2025-06-10 11:30:55
4198696000024327708,4198696000024262436,06 Jun 2025,SINPE,4198696000000375167,"CRC 10,800.00",,CRC 1.00,2025-06-06 16:51:34,2025-06-10 11:32:08
4198696000024341311,4198696000024336659,09 Jun 2025,SINPE,4198696000000375167,"CRC 1,300.00",,CRC 1.00,2025-06-09 13:42:32,2025-06-09 14:07:36
4198696000024341448,4198696000024336714,09 Jun 2025,SINPE,4198696000000375167,"CRC 8,000.00",,CRC 1.00,2025-06-09 14:08:15,2025-06-09 14:08:15
4198696000024345899,4198696000024336807,09 Jun 2025,SINPE,4198696000000375167,"CRC 1,500.00",,CRC 1.00,2025-06-09 17:36:32,2025-06-09 17:36:32
4198696000024336784,4198696000024321121,09 Jun 2025,SINPE,4198696000000375167,"CRC 2,400.00",,CRC 1.00,2025-06-09 12:06:06,2025-06-10 12:37:22
4198696000024423955,4198696000024345485,10 Jun 2025,Efectivo/Cash,4198696000000418009,"CRC 3,915.00",,CRC 1.00,2025-06-10 16:20:29,2025-06-10 16:20:29
4198696000024678171,4198696000023022819,13 Jun 2025,SINPE,4198696000000375167,"CRC 1,000.00",,CRC 1.00,2025-06-13 11:09:19,2025-06-13 11:09:19
4198696000024678191,4198696000024262206,13 Jun 2025,SINPE,4198696000000375167,"CRC 2,500.00",,CRC 1.00,2025-06-13 11:09:34,2025-06-13 11:09:34
4198696000024678237,4198696000024486857,13 Jun 2025,SINPE,4198696000000375167,"CRC 1,078.00",,CRC 1.00,2025-06-13 11:11:32,2025-06-13 11:11:32
4198696000024678257,4198696000024551451,13 Jun 2025,SINPE,4198696000000375167,"CRC 1,500.00",,CRC 1.00,2025-06-13 11:11:52,2025-06-13 11:11:52
4198696000025047551,4198696000024988504,20 Jun 2025,SINPE,4198696000000375167,"CRC 5,000.00",,CRC 1.00,2025-06-20 16:48:26,2025-06-20 16:48:26
4198696000025088217,4198696000024802539,23 Jun 2025,Efectivo/Cash,4198696000000418009,CRC 400.00,,CRC 1.00,2025-06-23 17:05:05,2025-06-23 17:05:05
4198696000025174637,4198696000025088646,24 Jun 2025,SINPE,4198696000000375167,"CRC 1,800.00",,CRC 1.00,2025-06-24 14:50:20,2025-06-24 14:50:20
4198696000025238423,4198696000025238375,25 Jun 2025,Efectivo/Cash,4198696000000418009,CRC 634.00,,CRC 1.00,2025-06-25 11:41:16,2025-06-25 11:41:16
4198696000025487771,4198696000024678818,27 Jun 2025,SINPE,4198696000000375167,"CRC 1,000.00",,CRC 1.00,2025-06-27 15:06:38,2025-06-27 15:06:38
4198696000025487791,4198696000025355216,27 Jun 2025,SINPE,4198696000000375167,"CRC 2,700.00",,CRC 1.00,2025-06-27 15:07:34,2025-06-27 15:07:34
4198696000025758755,4198696000025145365,01 Jul 2025,SINPE,4198696000000375167,"CRC 1,025.00",,CRC 1.00,2025-07-01 13:48:11,2025-07-01 13:48:11
4198696000025758775,4198696000021927741,01 Jul 2025,SINPE,4198696000000375167,CRC 925.00,,CRC 1.00,2025-07-01 13:48:39,2025-07-01 13:48:39
4198696000025758735,4198696000025661932,01 Jul 2025,SINPE,4198696000000375167,"CRC 37,600.00",,CRC 1.00,2025-07-01 13:47:47,2025-07-01 13:47:47
4198696000025872089,4198696000025634011,02 Jul 2025,SINPE,4198696000000375167,"CRC 1,000.00",,CRC 1.00,2025-07-02 14:17:04,2025-07-02 14:17:04
4198696000025872109,4198696000025758946,02 Jul 2025,SINPE,4198696000000375167,"CRC 2,200.00",,CRC 1.00,2025-07-02 14:17:21,2025-07-02 14:17:21
4198696000025955974,4198696000025835931,04 Jul 2025,SINPE,4198696000000375167,"CRC 10,000.00",,CRC 1.00,2025-07-04 17:10:19,2025-07-04 17:10:19
4198696000025955954,4198696000025835452,04 Jul 2025,SINPE,4198696000000375167,"CRC 1,000.00",,CRC 1.00,2025-07-04 17:07:25,2025-07-04 17:07:25
4198696000026008612,4198696000018022527,01 Jun 2025,Bank/Other,4198696000000000361,CRC 322.29,,CRC 1.00,2025-07-07 12:42:07,2025-07-07 12:42:07
4198696000026046566,4198696000010728003,01 Jun 2025,Bank/Other,4198696000000000361,CRC 3.44,Tarrazú unclaimed,CRC 1.00,2025-07-07 13:43:57,2025-07-07 13:43:57
4198696000026131546,4198696000025951544,08 Jul 2025,SINPE,4198696000000375167,"CRC 1,000.00",,CRC 1.00,2025-07-08 15:46:33,2025-07-08 15:46:33
4198696000026511925,4198696000026054163,08 Jul 2025,BNCR Colones,4198696000000375167,"CRC 1,000.00",Alexis Mendoza refund,CRC 1.00,2025-07-14 11:20:46,2025-07-14 11:20:46
4198696000026538847,4198696000026113878,14 Jul 2025,SINPE,4198696000000375167,"CRC 1,000.00",,CRC 1.00,2025-07-14 14:14:25,2025-07-14 14:14:25
4198696000026538777,4198696000026131028,14 Jul 2025,SINPE,4198696000000375167,"CRC 2,200.00",,CRC 1.00,2025-07-14 14:12:34,2025-07-14 14:12:34
4198696000026819595,4198696000026819337,19 Jul 2025,SINPE,4198696000000375167,"CRC 1,500.00",,CRC 1.00,2025-07-19 11:00:18,2025-07-19 11:00:18
4198696000026895044,4198696000026484049,21 Jul 2025,SINPE,4198696000000375167,"CRC 8,672.00",91808378,CRC 1.00,2025-07-21 09:48:04,2025-07-21 09:48:04
4198696000026895069,4198696000026484075,21 Jul 2025,SINPE,4198696000000375167,"CRC 6,048.00",91808378,CRC 1.00,2025-07-21 09:49:09,2025-07-21 09:49:09
4198696000026895094,4198696000026759330,21 Jul 2025,SINPE,4198696000000375167,"CRC 2,000.00",99168553,CRC 1.00,2025-07-21 09:50:34,2025-07-21 09:50:34
4198696000027125545,4198696000027028524,24 Jul 2025,SINPE,4198696000000375167,"CRC 2,500.00",,CRC 1.00,2025-07-24 15:51:21,2025-07-24 15:51:21
4198696000027381088,4198696000026470320,22 Jul 2025,SINPE,4198696000000375167,"CRC 40,000.00",,CRC 1.00,2025-07-31 09:41:30,2025-07-31 13:10:27
