Bill Credits ID,Date,Amount (BCY),Created Time,Amount (FCY),Last Modified Time
4198696000023803818,23 May 2025,"CRC 13,319.40",2025-05-29 14:50:52,"CRC 13,319.40",2025-05-29 14:50:52
4198696000023803820,23 May 2025,"CRC 113,096.42",2025-05-29 14:50:52,"CRC 113,096.42",2025-05-29 14:50:52
4198696000023803822,23 May 2025,"CRC 17,100.96",2025-05-29 14:50:52,"CRC 17,100.96",2025-05-29 14:50:52
4198696000023803824,26 May 2025,"CRC 10,191.78",2025-05-29 14:50:52,"CRC 10,191.78",2025-05-29 14:50:52
4198696000023869365,07 May 2025,"CRC 48,589.97",2025-05-30 10:42:50,"CRC 48,589.97",2025-05-30 10:42:50
4198696000023869421,09 May 2025,"CRC 9,412.90",2025-05-30 11:29:20,"CRC 9,412.90",2025-05-30 11:29:20
4198696000023913953,26 May 2025,"CRC 18,517.88",2025-05-30 13:03:19,"CRC 18,517.88",2025-05-30 13:03:19
4198696000023869321,13 May 2025,"CRC 23,065.56",2025-05-30 10:42:00,"CRC 23,065.56",2025-05-30 10:42:00
4198696000023869451,10 May 2025,"CRC 16,475.40",2025-05-30 11:46:33,"CRC 16,475.40",2025-05-30 11:46:33
4198696000023869211,19 May 2025,"CRC 45,742.40",2025-05-30 10:38:21,"CRC 45,742.40",2025-05-30 10:38:21
4198696000023869299,16 May 2025,"CRC 18,249.50",2025-05-30 10:40:39,"CRC 18,249.50",2025-05-30 10:40:39
4198696000023869233,17 May 2025,"CRC 5,507.18",2025-05-30 10:38:40,"CRC 5,507.18",2025-05-30 10:38:40
4198696000023869101,21 May 2025,"CRC 20,773.92",2025-05-30 10:33:11,"CRC 20,773.92",2025-05-30 10:33:11
4198696000023869343,16 May 2025,"CRC 12,339.60",2025-05-30 10:42:13,"CRC 12,339.60",2025-05-30 10:42:13
4198696000023869079,26 May 2025,"CRC 11,916.42",2025-05-30 10:32:34,"CRC 11,916.42",2025-05-30 10:32:34
4198696000023869277,16 May 2025,"CRC 10,149.66",2025-05-30 10:39:42,"CRC 10,149.66",2025-05-30 10:39:42
4198696000023869255,16 May 2025,"CRC 7,979.21",2025-05-30 10:39:20,"CRC 7,979.21",2025-05-30 10:39:20
4198696000023869123,24 May 2025,"CRC 39,512.48",2025-05-30 10:33:30,"CRC 39,512.48",2025-05-30 10:33:30
4198696000023869145,26 May 2025,"CRC 5,753.40",2025-05-30 10:36:27,"CRC 5,753.40",2025-05-30 10:36:27
4198696000023869189,20 May 2025,"CRC 45,200.00",2025-05-30 10:38:01,"CRC 45,200.00",2025-05-30 10:38:01
4198696000023869167,27 May 2025,"CRC 24,184.26",2025-05-30 10:37:11,"CRC 24,184.26",2025-05-30 10:37:11
4198696000023913975,26 May 2025,"CRC 9,826.76",2025-05-30 13:03:31,"CRC 9,826.76",2025-05-30 13:03:31
4198696000024128173,12 Mar 2025,"CRC 16,385.00",2025-06-04 11:34:49,"CRC 16,385.00",2025-06-04 11:34:49
4198696000024128217,04 Apr 2025,"CRC 11,074.00",2025-06-04 11:35:23,"CRC 11,074.00",2025-06-04 11:35:23
4198696000024128195,04 Apr 2025,"CRC 6,215.00",2025-06-04 11:35:02,"CRC 6,215.00",2025-06-04 11:35:02
4198696000024128265,30 May 2025,"CRC 10,238.93",2025-06-04 11:55:03,"CRC 10,238.93",2025-06-04 11:55:03
4198696000024128151,29 May 2025,"CRC 33,900.00",2025-06-04 11:30:49,"CRC 33,900.00",2025-06-04 11:30:49
4198696000024128287,04 Jun 2025,"CRC 9,197.49",2025-06-04 11:56:30,"CRC 9,197.49",2025-06-04 11:56:30
4198696000024163103,09 May 2025,"CRC 8,652.64",2025-06-04 13:37:28,"CRC 8,652.64",2025-06-04 13:37:28
4198696000024581147,02 Jun 2025,"CRC 4,748.71",2025-06-12 14:43:23,"CRC 4,748.71",2025-06-12 14:43:23
4198696000024581125,06 Jun 2025,"CRC 7,059.20",2025-06-12 14:36:45,"CRC 7,059.20",2025-06-12 14:36:45
4198696000024653199,10 Jun 2025,"CRC 33,176.80",2025-06-13 16:48:42,"CRC 33,176.80",2025-06-13 16:48:42
4198696000025046818,20 Jun 2025,"CRC 11,521.20",2025-06-20 16:14:37,"CRC 11,521.20",2025-06-20 16:14:37
4198696000025447091,24 Jun 2025,"CRC 13,051.26",2025-06-27 13:59:10,"CRC 13,051.26",2025-06-27 13:59:10
4198696000025447093,24 Jun 2025,CRC 0.01,2025-06-27 13:59:10,CRC 0.01,2025-06-27 13:59:10
4198696000025447075,19 Jun 2025,"CRC 45,674.60",2025-06-27 13:58:05,"CRC 45,674.60",2025-06-27 13:58:05
4198696000025518051,09 Jun 2025,"CRC 40,215.84",2025-06-27 16:33:25,"CRC 40,215.84",2025-06-27 16:33:25
4198696000025518065,09 Jun 2025,"CRC 1,906.29",2025-06-27 16:34:00,"CRC 1,906.29",2025-06-27 16:34:00
4198696000025778583,14 Jun 2025,"CRC 21,677.92",2025-07-01 12:25:02,"CRC 21,677.92",2025-07-01 12:25:02
4198696000025778569,18 Jun 2025,"CRC 7,881.98",2025-07-01 12:24:46,"CRC 7,881.98",2025-07-01 12:24:46
4198696000025906011,06 Jun 2025,"CRC 33,615.51",2025-07-04 09:37:10,"CRC 33,615.51",2025-07-04 09:37:10
4198696000025906039,26 Jun 2025,"CRC 7,051.20",2025-07-04 09:38:01,"CRC 7,051.20",2025-07-04 09:38:01
4198696000025906131,12 Jun 2025,"CRC 15,371.55",2025-07-04 09:41:22,"CRC 15,371.55",2025-07-04 09:41:22
4198696000025906137,23 Jun 2025,"CRC 16,147.92",2025-07-04 09:41:22,"CRC 16,147.92",2025-07-04 09:41:22
4198696000025906095,01 Jul 2025,"CRC 6,718.70",2025-07-04 09:39:45,"CRC 6,718.70",2025-07-04 09:39:45
4198696000025906133,13 Jun 2025,"CRC 75,261.80",2025-07-04 09:41:22,"CRC 75,261.80",2025-07-04 09:41:22
4198696000025906025,27 Jun 2025,"CRC 79,100.00",2025-07-04 09:37:49,"CRC 79,100.00",2025-07-04 09:37:49
4198696000025906081,30 Jun 2025,"CRC 4,339.20",2025-07-04 09:39:23,"CRC 4,339.20",2025-07-04 09:39:23
4198696000025906135,17 Jun 2025,"CRC 17,648.00",2025-07-04 09:41:22,"CRC 17,648.00",2025-07-04 09:41:22
4198696000025906067,27 Jun 2025,"CRC 33,843.50",2025-07-04 09:39:07,"CRC 33,843.50",2025-07-04 09:39:07
4198696000025906139,03 Jul 2025,"CRC 38,483.39",2025-07-04 09:41:22,"CRC 38,483.39",2025-07-04 09:41:22
4198696000026096089,20 Jun 2025,"CRC 16,452.80",2025-07-08 12:39:23,"CRC 16,452.80",2025-07-08 12:39:23
4198696000026096091,23 Jun 2025,"CRC 19,888.00",2025-07-08 12:39:23,"CRC 19,888.00",2025-07-08 12:39:23
4198696000026442505,13 Jun 2025,"CRC 30,722.71",2025-07-11 11:34:25,"CRC 30,722.71",2025-07-11 11:34:25
4198696000026442509,30 Jun 2025,CRC 0.01,2025-07-11 11:34:25,CRC 0.01,2025-07-11 11:34:25
4198696000026442603,20 Jun 2025,"CRC 51,816.38",2025-07-11 12:53:17,"CRC 51,816.38",2025-07-11 12:53:17
4198696000026442453,09 Jul 2025,"CRC 4,818.41",2025-07-11 11:33:01,"CRC 4,818.41",2025-07-11 11:33:01
4198696000026442507,24 Jun 2025,CRC 0.01,2025-07-11 11:34:25,CRC 0.01,2025-07-11 11:34:25
4198696000026442431,09 Jul 2025,"CRC 39,052.80",2025-07-11 11:32:34,"CRC 39,052.80",2025-07-11 11:32:34
4198696000026442475,27 Jun 2025,"CRC 34,113.16",2025-07-11 11:33:37,"CRC 34,113.16",2025-07-11 11:33:37
4198696000026442409,10 Jul 2025,"CRC 5,203.65",2025-07-11 11:30:11,"CRC 5,203.65",2025-07-11 11:30:11
4198696000026963085,14 Jul 2025,"CRC 23,047.20",2025-07-22 13:07:19,"CRC 23,047.20",2025-07-22 13:07:19
4198696000026963063,14 Jul 2025,"CRC 31,640.00",2025-07-22 13:07:04,"CRC 31,640.00",2025-07-22 13:07:04
4198696000026953909,21 Jul 2025,"CRC 14,663.16",2025-07-22 13:03:39,"CRC 14,663.16",2025-07-22 13:03:39
4198696000026953997,18 Jul 2025,"CRC 16,945.27",2025-07-22 13:04:43,"CRC 16,945.27",2025-07-22 13:04:43
4198696000026953975,18 Jul 2025,"CRC 28,805.40",2025-07-22 13:04:19,"CRC 28,805.40",2025-07-22 13:04:19
4198696000026953953,21 Jul 2025,"CRC 13,447.00",2025-07-22 13:03:59,"CRC 13,447.00",2025-07-22 13:03:59
4198696000026953931,23 Jul 2025,"CRC 32,544.00",2025-07-22 13:03:47,"CRC 32,544.00",2025-07-23 16:21:20
4198696000027642140,17 Jul 2025,"CRC 3,553.85",2025-08-01 13:11:03,"CRC 3,553.85",2025-08-01 13:11:03
4198696000027642220,29 Jul 2025,"CRC 6,723.50",2025-08-01 13:12:36,"CRC 6,723.50",2025-08-01 13:12:36
4198696000027642200,30 Jul 2025,"CRC 8,927.00",2025-08-01 13:11:57,"CRC 8,927.00",2025-08-01 13:11:57
4198696000027642120,14 Jul 2025,"CRC 2,833.48",2025-08-01 13:10:28,"CRC 2,833.48",2025-08-01 13:10:28
4198696000027642160,22 Jul 2025,"CRC 15,466.88",2025-08-01 13:11:23,"CRC 15,466.88",2025-08-01 13:11:23
4198696000027642100,07 Jul 2025,"CRC 52,827.50",2025-08-01 13:09:51,"CRC 52,827.50",2025-08-01 13:09:51
4198696000027642180,24 Jul 2025,"CRC 60,511.50",2025-08-01 13:11:40,"CRC 60,511.50",2025-08-01 13:11:40
4198696000028339431,08 Aug 2025,"CRC 5,570.90",2025-08-15 14:11:18,"CRC 5,570.90",2025-08-15 14:11:18
4198696000028339391,06 Aug 2025,"CRC 17,284.20",2025-08-15 14:10:04,"CRC 17,284.20",2025-08-15 14:10:04
4198696000028339271,05 Aug 2025,"CRC 88,818.00",2025-08-15 14:07:21,"CRC 88,818.00",2025-08-15 14:07:21
4198696000028339311,14 Aug 2025,"CRC 27,662.40",2025-08-15 14:07:56,"CRC 27,662.40",2025-08-15 14:07:56
4198696000028339291,11 Aug 2025,"CRC 57,601.18",2025-08-15 14:07:40,"CRC 57,601.18",2025-08-15 14:07:40
4198696000028339201,08 Aug 2025,"CRC 34,687.97",2025-08-15 14:02:42,"CRC 34,687.97",2025-08-15 14:02:42
4198696000028339371,06 Aug 2025,"CRC 16,538.30",2025-08-15 14:09:43,"CRC 16,538.30",2025-08-15 14:09:43
4198696000028339351,04 Aug 2025,"CRC 44,867.33",2025-08-15 14:08:45,"CRC 44,867.33",2025-08-15 14:08:45
4198696000028339411,07 Aug 2025,"CRC 16,727.96",2025-08-15 14:11:00,"CRC 16,727.96",2025-08-15 14:11:00
4198696000028339203,08 Aug 2025,"CRC 24,700.49",2025-08-15 14:02:42,"CRC 24,700.49",2025-08-15 14:02:42
4198696000028339231,05 Aug 2025,"CRC 9,648.62",2025-08-15 14:06:21,"CRC 9,648.62",2025-08-15 14:06:21
4198696000028339251,05 Aug 2025,"CRC 11,070.46",2025-08-15 14:06:56,"CRC 11,070.46",2025-08-15 14:06:56
4198696000028339809,21 Jul 2025,"CRC 14,012.00",2025-08-15 14:25:09,"CRC 14,012.00",2025-08-15 14:25:09
4198696000028528016,06 Aug 2025,"CRC 6,918.19",2025-08-19 14:48:20,"CRC 6,918.19",2025-08-19 14:48:20
4198696000028528096,07 Aug 2025,"CRC 15,000.00",2025-08-19 14:51:31,"CRC 15,000.00",2025-08-19 14:51:31
4198696000028528036,11 Aug 2025,"CRC 18,615.17",2025-08-19 14:49:15,"CRC 18,615.17",2025-08-19 14:49:15
4198696000028528056,11 Aug 2025,"CRC 349,903.24",2025-08-19 14:50:04,"CRC 349,903.24",2025-08-19 14:50:04
4198696000028528076,06 Aug 2025,"CRC 35,083.80",2025-08-19 14:50:46,"CRC 35,083.80",2025-08-19 14:50:46
4198696000029141232,22 Aug 2025,"CRC 6,000.30",2025-08-29 14:06:17,"CRC 6,000.30",2025-08-29 14:06:17
4198696000029141120,25 Aug 2025,"CRC 4,294.00",2025-08-29 13:43:52,"CRC 4,294.00",2025-08-29 13:43:52
4198696000029141252,21 Aug 2025,"CRC 47,595.60",2025-08-29 14:09:10,"CRC 47,595.60",2025-08-29 14:09:10
4198696000029141296,19 Aug 2025,"CRC 3,616.00",2025-08-29 14:15:40,"CRC 3,616.00",2025-08-29 14:15:40
4198696000029141140,19 Aug 2025,"CRC 5,474.85",2025-08-29 13:48:49,"CRC 5,474.85",2025-08-29 13:48:49
4198696000029141180,22 Aug 2025,"CRC 6,051.15",2025-08-29 14:03:04,"CRC 6,051.15",2025-08-29 14:03:04
4198696000029141272,21 Aug 2025,"CRC 19,017.90",2025-08-29 14:09:22,"CRC 19,017.90",2025-08-29 14:09:22
4198696000029141039,21 Aug 2025,"CRC 5,817.24",2025-08-29 12:56:50,"CRC 5,817.24",2025-08-29 12:56:50
4198696000029141340,11 Aug 2025,"CRC 33,050.38",2025-08-29 14:36:42,"CRC 33,050.38",2025-08-29 14:36:42
4198696000029141360,27 Aug 2025,"CRC 12,689.87",2025-08-29 14:37:08,"CRC 12,689.87",2025-08-29 14:37:08
4198696000029141320,20 Aug 2025,"CRC 23,660.75",2025-08-29 14:35:59,"CRC 23,660.75",2025-08-29 14:35:59
4198696000029334103,27 Aug 2025,"CRC 15,948.90",2025-09-02 13:41:50,"CRC 15,948.90",2025-09-02 13:41:50
4198696000029334043,06 Aug 2025,"CRC 11,373.12",2025-09-02 13:40:00,"CRC 11,373.12",2025-09-02 13:40:00
4198696000029334083,27 Aug 2025,"CRC 42,812.42",2025-09-02 13:41:29,"CRC 42,812.42",2025-09-02 13:41:29
4198696000029334063,27 Aug 2025,"CRC 6,144.90",2025-09-02 13:41:09,"CRC 6,144.90",2025-09-02 13:41:09
4198696000029977142,28 Aug 2025,"CRC 7,251.78",2025-09-10 23:11:33,"CRC 7,251.78",2025-09-10 23:11:33
4198696000029977098,27 Aug 2025,"CRC 5,424.00",2025-09-10 23:06:10,"CRC 5,424.00",2025-09-10 23:06:10
4198696000029977120,20 Aug 2025,"CRC 39,776.00",2025-09-10 23:07:01,"CRC 39,776.00",2025-09-10 23:07:01
4198696000029977055,26 Aug 2025,"CRC 4,341.31",2025-09-10 22:49:43,"CRC 4,341.31",2025-09-10 22:49:43
4198696000030144112,04 Sep 2025,"CRC 124,300.00",2025-09-12 18:03:50,"CRC 124,300.00",2025-09-12 18:03:50
4198696000031131343,10 Sep 2025,"CRC 20,602.73",2025-09-25 22:51:02,"CRC 20,602.73",2025-09-25 22:51:02
4198696000031131277,11 Sep 2025,"CRC 12,353.60",2025-09-25 22:21:54,"CRC 12,353.60",2025-09-25 22:21:54
4198696000031131321,04 Sep 2025,"CRC 1,084.80",2025-09-25 22:36:17,"CRC 1,084.80",2025-09-25 22:36:17
4198696000031131299,12 Sep 2025,"CRC 23,916.45",2025-09-25 22:24:08,"CRC 23,916.45",2025-09-25 22:24:08
4198696000031347069,19 Sep 2025,"CRC 21,665.26",2025-09-28 23:10:40,"CRC 21,665.26",2025-09-28 23:10:40
4198696000031347049,16 Sep 2025,"CRC 46,352.83",2025-09-28 23:06:23,"CRC 46,352.83",2025-09-28 23:06:23
4198696000031608842,22 Sep 2025,"CRC 15,000.00",2025-10-03 12:59:03,"CRC 15,000.00",2025-10-03 12:59:03
4198696000031751650,01 Sep 2025,"CRC 33,412.72",2025-10-07 14:20:42,"CRC 33,412.72",2025-10-07 14:20:42
4198696000032164032,07 Oct 2025,"CRC 25,453.25",2025-10-12 16:14:15,"CRC 25,453.25",2025-10-12 16:14:15
4198696000032398017,26 Sep 2025,"CRC 24,747.00",2025-10-16 19:41:16,"CRC 24,747.00",2025-10-16 19:41:16
4198696000032398107,24 Sep 2025,"CRC 39,135.86",2025-10-16 19:52:38,"CRC 39,135.86",2025-10-16 19:52:38
4198696000032398311,02 Oct 2025,"CRC 13,798.23",2025-10-16 20:29:51,"CRC 13,798.23",2025-10-16 20:29:51
4198696000032398159,17 Sep 2025,"CRC 6,819.55",2025-10-16 20:03:46,"CRC 6,819.55",2025-10-16 20:03:46
4198696000032398109,24 Sep 2025,"CRC 13,026.64",2025-10-16 19:52:38,"CRC 13,026.64",2025-10-16 19:52:38
4198696000032398201,08 Oct 2025,"CRC 22,148.00",2025-10-16 20:06:19,"CRC 22,148.00",2025-10-16 20:06:19
4198696000032398373,24 Sep 2025,"CRC 26,596.12",2025-10-16 20:31:42,"CRC 26,596.12",2025-10-16 20:31:42
4198696000032398331,13 Oct 2025,"CRC 13,471.07",2025-10-16 20:30:31,"CRC 13,471.07",2025-10-16 20:30:31
4198696000032398221,06 Oct 2025,"CRC 14,007.48",2025-10-16 20:07:21,"CRC 14,007.48",2025-10-16 20:07:21
4198696000032398061,25 Sep 2025,"CRC 35,149.33",2025-10-16 19:51:04,"CRC 35,149.33",2025-10-16 19:51:04
4198696000032776666,14 Oct 2025,"CRC 26,223.24",2025-10-21 12:40:15,"CRC 26,223.24",2025-10-21 12:40:15
4198696000032776413,14 Oct 2025,"CRC 89,496.00",2025-10-21 11:43:02,"CRC 89,496.00",2025-10-21 11:43:02
4198696000032776686,14 Oct 2025,CRC 0.10,2025-10-21 12:40:26,CRC 0.10,2025-10-21 12:40:26
4198696000033053445,02 Oct 2025,"CRC 20,340.00",2025-10-24 10:13:22,"CRC 20,340.00",2025-10-24 10:13:22
4198696000033200142,02 Oct 2025,"CRC 126,310.48",2025-10-27 17:38:44,CRC 250.60,2025-10-27 17:38:44
4198696000033248569,07 Oct 2025,"CRC 15,930.74",2025-10-28 08:32:52,"CRC 15,930.74",2025-10-28 08:32:52
4198696000033336466,31 Oct 2025,"CRC 14,889.24",2025-10-31 12:36:43,"CRC 14,889.24",2025-10-31 12:36:43
4198696000033579923,09 Oct 2025,"CRC 16,724.00",2025-11-05 08:07:42,"CRC 16,724.00",2025-11-05 08:07:42
4198696000033579589,31 Oct 2025,"CRC 92,208.00",2025-11-05 07:34:51,"CRC 92,208.00",2025-11-05 07:34:51
4198696000033579903,01 Oct 2025,"CRC 26,413.75",2025-11-05 08:07:03,"CRC 26,413.75",2025-11-05 08:07:03
4198696000033580901,04 Nov 2025,"CRC 18,860.10",2025-11-05 08:20:31,"CRC 18,860.10",2025-11-05 08:20:31
4198696000033579609,03 Nov 2025,"CRC 54,240.00",2025-11-05 07:37:09,"CRC 54,240.00",2025-11-05 07:37:09
